@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A12-N200-T1.0E-4-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 8 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
-0.013955,-0.033,-0.04548,-0.035087,0.027663,0.004546,0.003823,-0.007263,-0.028897,-0.009723,0.004295,5,cluster5
-0.015884,-0.006418,-0.036458,-0.041081,0.008014,0.018239,0.010784,-0.017063,-0.015112,-0.020928,-0.034437,7,cluster6
-0.001122,0.000186,-0.02931,-0.072076,-0.001346,0.017365,0.016708,-0.009285,-0.015943,-0.006932,-0.003284,5,cluster3
-0.013955,-0.033,-0.04548,-0.035087,0.027663,0.004546,0.003823,-0.007263,-0.028897,-0.009723,0.004295,5,cluster5
-0.015416,-0.019355,-0.024213,-0.065786,0.037224,0.012617,-0.000133,-0.00138,-0.02986,-0.004447,-0.000345,6,cluster8
-0.014136,-0.017051,-0.038105,-0.071095,0.005115,0.002958,0.030769,0.010892,-0.027404,-0.001597,-0.023999,6,cluster1
-0.013577,-0.015442,-0.04207,-0.061807,0.011733,0.000323,0.016916,-0.007372,-0.014039,-0.00951,-0.007364,5,cluster6
-0.015731,-0.016078,-0.039728,-0.06783,0.009604,-0.001261,0.01772,-0.006176,-0.013723,-0.001816,0.0028,6,cluster3
-0.023822,-0.013675,-0.028271,-0.050322,0.00577,0.014108,0.021505,-0.013939,-0.029419,0.007434,0.001827,7,cluster6
-0.029316,-0.057587,-0.074645,-0.038092,0.035739,0.067814,0.006218,0.065548,0.009506,0.061306,0.006156,5,cluster7
0.003281,-0.002042,-0.042421,-0.0698,-0.013776,0.022709,0.010033,0.001095,-0.013495,0.000744,-0.027794,5,cluster3
-0.020701,-0.016177,-0.032319,-0.053793,0.007447,0.008168,0.01014,-0.018647,-0.014379,0.016979,0.004663,6,cluster8
-0.018791,-0.014954,-0.052244,-0.035512,-0.015763,0.006049,0.020018,-0.007721,-0.02543,-0.003016,-0.007915,6,cluster6
-0.012372,-0.00128,-0.026173,-0.059383,0.020569,0.014857,0.021053,-0.005589,-0.054745,-0.008646,-0.016415,5,cluster2
-0.012899,-0.013094,-0.038874,-0.066899,0.018735,0.013783,-0.006512,0.004081,-0.03146,0.002391,-0.017863,6,cluster8
-0.018791,-0.014954,-0.052244,-0.035512,-0.015763,0.006049,0.020018,-0.007721,-0.02543,-0.003016,-0.007915,6,cluster6
-0.020701,-0.016177,-0.032319,-0.053793,0.007447,0.008168,0.01014,-0.018647,-0.014379,0.016979,0.004663,6,cluster8
-0.010522,-0.022341,-0.044754,-0.078956,-0.003431,0.00042,0.034475,0.006255,-0.030991,0.012753,-0.023977,6,cluster1
-0.010655,-0.023418,-0.03945,-0.072744,0.00001,0.002685,0.035635,0.004013,-0.031874,0.008248,-0.037388,6,cluster1
-0.023913,0.000624,-0.041521,-0.05549,0.002944,0.002042,0.013418,0.000233,-0.014935,-0.014048,-0.027343,5,cluster6
-0.019453,-0.013261,-0.045131,-0.033399,0.027845,-0.010665,0.009453,-0.0057,-0.007319,-0.011745,-0.032235,6,cluster5
-0.017337,-0.006553,-0.040139,-0.055125,-0.00091,0.018026,0.004777,-0.005827,-0.002652,0.000443,-0.015993,5,cluster3
-0.010119,-0.022046,-0.058752,-0.073938,-0.013693,0.00563,-0.009689,0.000616,-0.005861,-0.001247,-0.022605,6,cluster4
-0.008632,-0.020176,-0.034871,-0.068822,0.001929,0.023294,-0.005015,0.005009,-0.019438,-0.00811,-0.035461,5,cluster4
-0.024034,-0.024822,-0.03869,-0.068368,0.018539,0.010367,0.001503,0.007089,-0.021712,-0.021075,-0.013017,5,cluster8
-0.025848,-0.043103,-0.0265,-0.069127,0.012366,0.024153,0.053165,-0.009853,-0.048177,-0.026625,-0.022865,6,cluster1
-0.028178,-0.02741,-0.049181,-0.06771,-0.011146,-0.00258,0.014938,0.004556,-0.014625,-0.005354,-0.030778,7,cluster4
-0.017616,-0.041034,-0.057975,-0.08777,-0.002041,-0.002774,0.00676,0.013347,-0.026547,-0.00542,-0.028626,6,cluster4
-0.023414,0.003107,-0.042691,-0.060438,0.007014,-0.002587,0.007759,0.014345,-0.024159,0.006311,-0.029017,7,cluster2
-0.045931,-0.027823,-0.018482,-0.070264,0.014885,-0.001081,-0.020153,-0.001339,-0.010574,0.009632,-0.019036,6,cluster8
-0.036412,-0.01987,-0.018226,-0.076338,0.0085,0.005339,-0.009311,-0.006197,-0.024584,0.013146,-0.017313,6,cluster8
-0.017095,-0.016678,-0.025659,-0.055626,0.019483,0.016018,0.024089,-0.008074,-0.038158,-0.019499,-0.013806,6,cluster6
-0.020762,-0.02295,-0.030686,-0.073422,0.006469,0.006827,-0.010618,0.011225,-0.031962,0.008359,-0.006783,5,cluster2
-0.012858,-0.031624,-0.029639,-0.078571,0.01963,0.019794,0.025662,0.004659,-0.035281,-0.000147,-0.033143,6,cluster2
-0.007272,-0.012676,-0.053686,-0.055755,-0.006336,-0.003892,0.02281,0.012123,-0.026306,0.008024,-0.030614,6,cluster3
-0.022048,-0.011024,-0.035305,-0.041742,0.001707,0.027731,0.027839,-0.009778,-0.019067,-0.015429,-0.012743,4,cluster6
-0.005655,-0.015265,-0.050604,-0.029927,0.028399,-0.005562,0.003383,-0.000064,-0.033545,-0.001684,-0.010272,5,cluster5
-0.005652,-0.015775,-0.052349,-0.026816,0.030197,-0.008013,0.003085,0.000583,-0.034471,0.000263,-0.011466,5,cluster5
-0.019922,-0.0135,-0.061105,-0.036845,-0.013888,-0.005332,0.011943,-0.003779,-0.030365,-0.001073,-0.004699,7,cluster6
-0.009894,-0.023052,-0.048934,-0.072358,0.022189,-0.001107,0.030334,-0.009477,-0.026175,-0.003499,-0.026348,6,cluster1
-0.011205,-0.005897,-0.037514,-0.05686,-0.012352,0.017795,0.012874,0.010229,-0.043939,0.009259,-0.015102,6,cluster2
-0.038563,-0.034701,-0.040439,-0.048743,-0.014161,0.00896,-0.007141,0.007967,-0.020329,0.007701,0.000841,5,cluster4
0.010325,-0.027181,-0.042791,-0.074822,0.022256,0.016997,-0.005822,-0.002295,-0.016432,-0.009292,0.000551,6,cluster5
-0.015183,0.001306,-0.037845,-0.054903,0.001438,-0.000291,0.011106,-0.002048,-0.015886,-0.016704,-0.025248,5,cluster6
-0.022465,-0.015962,-0.025068,-0.072431,0.028407,0.004492,0.010617,-0.024921,-0.005771,0.012678,-0.026046,6,cluster8
0.010325,-0.027181,-0.042791,-0.074822,0.022256,0.016997,-0.005822,-0.002295,-0.016432,-0.009292,0.000551,6,cluster5
-0.015183,0.001306,-0.037845,-0.054903,0.001438,-0.000291,0.011106,-0.002048,-0.015886,-0.016704,-0.025248,5,cluster6
-0.043695,-0.033369,-0.033566,-0.057821,0.026417,-0.007398,-0.010274,-0.014877,-0.012358,-0.003304,-0.010997,5,cluster8
-0.005375,-0.003417,-0.034924,-0.055095,-0.002979,0.016006,0.009578,-0.007647,-0.004398,-0.039165,-0.026553,5,cluster6
-0.015544,-0.019498,-0.02664,-0.073424,0.004792,0.012609,0.014749,-0.001063,-0.026906,0.010765,-0.023051,6,cluster3
-0.037245,-0.012887,-0.020286,-0.07732,0.016403,-0.004647,-0.00577,-0.004203,-0.028489,0.017226,-0.014544,7,cluster8
-0.018594,0.004916,-0.031844,-0.078501,0.010584,0.004445,0.001217,-0.003198,-0.025762,0.009765,-0.023343,6,cluster8
-0.026467,-0.023447,-0.057395,-0.045092,0.025136,0.041654,0.001248,0.051404,-0.00228,0.029061,-0.009079,6,cluster7
-0.012887,-0.001872,-0.036537,-0.060352,0.031854,-0.003316,0.009023,0.014349,-0.017961,-0.026768,-0.012271,5,cluster5
-0.026467,-0.023447,-0.057395,-0.045092,0.025136,0.041654,0.001248,0.051404,-0.00228,0.029061,-0.009079,6,cluster7
-0.012887,-0.001872,-0.036537,-0.060352,0.031854,-0.003316,0.009023,0.014349,-0.017961,-0.026768,-0.012271,5,cluster5
0.005343,-0.010496,-0.046035,-0.06141,0.003257,0.014025,0.002213,0.007344,-0.008644,0.002258,-0.008965,6,cluster3
-0.026418,-0.00393,-0.038499,-0.039866,0.005892,0.004833,0.025471,-0.005833,-0.011419,-0.015513,-0.000969,5,cluster6
-0.046541,-0.032641,-0.037564,-0.055356,0.021066,-0.011375,-0.012253,-0.016647,-0.015063,0.003153,-0.007631,6,cluster8
-0.006284,-0.023197,-0.020255,-0.075842,0.016498,0.012617,0.017549,0.015477,-0.04847,-0.034409,-0.027211,5,cluster2
-0.046541,-0.032641,-0.037564,-0.055356,0.021066,-0.011375,-0.012253,-0.016647,-0.015063,0.003153,-0.007631,6,cluster8
-0.036333,-0.033069,-0.039005,-0.025561,0.01376,0.009905,0.001765,-0.009503,-0.039601,-0.011662,-0.005291,6,cluster6
-0.047021,-0.01061,-0.022799,-0.075376,0.013219,-0.006354,-0.006351,0.001618,-0.023973,0.015769,-0.014676,7,cluster8
-0.033767,-0.009629,-0.031721,-0.056865,0.026566,0.005577,0.020564,-0.013257,-0.010192,-0.001881,-0.00664,6,cluster8
-0.012775,-0.018772,-0.034067,-0.07017,0.016519,-0.001027,0.018274,-0.017131,-0.013482,0.007064,-0.00517,6,cluster8
-0.047021,-0.01061,-0.022799,-0.075376,0.013219,-0.006354,-0.006351,0.001618,-0.023973,0.015769,-0.014676,7,cluster8
-0.010037,0.0068,-0.043803,-0.055734,0.008096,-0.00362,0.014593,0.000001,-0.009712,-0.01639,-0.028338,6,cluster6
-0.025019,-0.016267,-0.061427,-0.040343,0.022116,0.031551,-0.003337,0.052211,-0.001847,0.024464,-0.011221,5,cluster7
-0.028356,-0.013821,-0.019151,-0.078469,0.012144,0.002676,-0.002042,-0.013994,-0.013913,0.026782,-0.007535,6,cluster8
-0.030626,-0.013796,-0.019203,-0.080394,0.008768,0.001607,-0.000282,-0.014078,-0.013283,0.027451,-0.004742,6,cluster8
-0.037715,-0.010006,-0.049916,-0.039944,0.003111,-0.007064,0.009037,0.002771,-0.017882,-0.031837,-0.013281,5,cluster6
-0.037715,-0.010006,-0.049916,-0.039944,0.003111,-0.007064,0.009037,0.002771,-0.017882,-0.031837,-0.013281,5,cluster6
-0.037715,-0.010006,-0.049916,-0.039944,0.003111,-0.007064,0.009037,0.002771,-0.017882,-0.031837,-0.013281,5,cluster6
-0.046826,-0.004141,-0.049732,-0.054717,0.022035,0.035585,0.024194,0.04969,0.011755,0.013896,-0.007853,5,cluster7
-0.037715,-0.010006,-0.049916,-0.039944,0.003111,-0.007064,0.009037,0.002771,-0.017882,-0.031837,-0.013281,5,cluster6
-0.037487,-0.017498,-0.017097,-0.080499,0.00637,0.006912,-0.006524,-0.005895,-0.023723,0.01065,-0.017532,7,cluster8
-0.035173,-0.039966,-0.033579,-0.081297,0.020258,-0.014004,0.021783,0.004155,-0.023228,-0.006236,-0.016553,7,cluster1
-0.019229,0.009924,-0.038238,-0.06946,0.027535,-0.016287,0.022524,0.017813,-0.026574,-0.009804,-0.010161,6,cluster2
-0.023766,-0.021652,-0.039095,-0.062921,0.013541,-0.005904,0.009441,-0.00123,-0.016276,-0.009915,-0.024743,7,cluster8
-0.012963,-0.014402,-0.049919,-0.041687,0.023313,-0.012767,0.003964,-0.005073,-0.011213,-0.008844,-0.020793,6,cluster5
-0.022045,-0.041404,-0.040714,-0.100041,0.008346,-0.011078,0.028971,0.010012,-0.012288,-0.014188,-0.020719,8,cluster1
-0.035173,-0.039966,-0.033579,-0.081297,0.020258,-0.014004,0.021783,0.004155,-0.023228,-0.006236,-0.016553,7,cluster1
-0.021407,-0.010599,-0.02907,-0.064102,0.019462,0.017625,0.008289,-0.023422,-0.012255,0.007573,0.002673,5,cluster8
-0.014615,-0.006861,-0.035155,-0.064528,0.008329,0.006885,0.013467,0.003337,-0.012415,-0.015584,0.012334,5,cluster6
0.011038,-0.000418,-0.045446,-0.078084,-0.00247,0.024458,0.00547,0.018932,-0.018436,-0.015574,-0.026844,6,cluster3
-0.020371,-0.032445,-0.036434,-0.085205,0.02931,-0.005418,0.031555,0.009667,-0.019588,-0.008484,-0.029098,7,cluster1
-0.007713,-0.01806,-0.059984,-0.073946,-0.023335,0.004726,-0.009338,-0.000284,-0.000151,-0.001706,-0.016676,5,cluster4
0.004754,-0.029897,-0.061546,-0.028046,0.004847,0.014498,0.016157,-0.014497,-0.021639,-0.00139,-0.011087,5,cluster5
-0.002932,-0.023811,-0.021118,-0.061903,-0.002083,0.012233,0.006059,0.007412,-0.031979,-0.007145,-0.026159,6,cluster2
0.004754,-0.029897,-0.061546,-0.028046,0.004847,0.014498,0.016157,-0.014497,-0.021639,-0.00139,-0.011087,5,cluster5
-0.02562,-0.022705,-0.030021,-0.078365,0.020923,-0.007235,0.032675,0.001147,-0.022112,0.002951,-0.037641,7,cluster1
-0.018985,0.006421,-0.025084,-0.063997,0.007708,0.006738,-0.001879,0.019039,-0.05292,-0.004297,-0.022315,5,cluster2
-0.028966,-0.051424,-0.037025,-0.090577,0.003614,-0.007617,0.018971,0.006143,-0.023113,-0.002897,-0.014962,7,cluster1
-0.023715,-0.03101,-0.032699,-0.073721,0.024392,-0.005447,0.038491,-0.007804,-0.02584,0.003418,-0.033525,6,cluster1
-0.036762,-0.023058,-0.042012,-0.080022,0.037938,-0.004459,0.002998,0.017666,-0.028142,-0.004862,-0.003762,6,cluster8
-0.001661,-0.018282,-0.046264,-0.031317,0.030047,-0.003393,-0.000367,-0.005771,-0.033339,0.009652,-0.006541,5,cluster5
-0.007816,-0.016852,-0.046153,-0.031157,0.032169,-0.006434,0.00173,-0.004058,-0.031405,0.004687,-0.006561,4,cluster5
-0.029813,-0.034016,-0.035417,-0.103859,0.04149,-0.022006,0.018446,0.013531,-0.022346,0.010965,-0.008909,7,cluster1
-0.045926,-0.033735,-0.0397,-0.063576,-0.003547,-0.005191,0.021772,0.004274,-0.037408,-0.012095,-0.026284,6,cluster4
-0.005055,-0.00885,-0.030469,-0.112154,0.013363,0.014006,-0.012561,-0.01155,0.029988,-0.011779,-0.018004,5,cluster8
-0.034206,-0.02326,-0.034503,-0.072635,0.009354,-0.004946,-0.003382,0.003207,-0.029462,0.001277,-0.033011,6,cluster8
0.009383,-0.003633,-0.038693,-0.079394,-0.006204,0.019223,0.014444,0.008302,-0.017475,-0.002955,-0.019117,6,cluster3
0.018013,-0.029037,-0.05323,-0.054051,0.02658,0.006072,0.018925,-0.007788,-0.02959,0.005192,0.005577,5,cluster5
0.018013,-0.029037,-0.05323,-0.054051,0.02658,0.006072,0.018925,-0.007788,-0.02959,0.005192,0.005577,5,cluster5
-0.003527,-0.018848,-0.041127,-0.064027,0.009551,0.013224,-0.005603,0.009182,-0.023459,-0.005453,-0.032105,5,cluster2
0.007555,-0.01728,-0.048082,-0.0625,-0.004929,0.002196,0.019194,0.012925,-0.028543,-0.012619,-0.041582,5,cluster2
-0.010709,-0.02001,-0.035977,-0.064769,0.024869,0.00601,-0.010522,-0.009441,0.00195,-0.020725,-0.011813,6,cluster8
-0.04416,-0.029266,-0.037197,-0.085302,0.029522,-0.041686,0.020679,0.021072,-0.024257,0.001207,-0.017799,8,cluster1
-0.036602,-0.008773,-0.038605,-0.060288,0.019266,-0.004633,0.015185,0.006399,-0.043697,0.000253,-0.002892,5,cluster2
-0.053078,0.012136,-0.055891,-0.053568,0.019997,-0.046716,0.004323,0.017767,-0.019343,-0.002848,-0.031755,5,cluster8
-0.029026,-0.014302,-0.029152,-0.069919,0.023875,0.002299,-0.009617,-0.002549,-0.015599,-0.009184,-0.007586,5,cluster8
-0.020131,-0.0145,-0.031955,-0.057012,-0.006225,0.003427,0.008357,-0.00681,-0.022575,0.005117,0.000246,6,cluster3
-0.031882,-0.019728,-0.019751,-0.078772,0.02211,0.015756,-0.004435,0.00088,-0.019893,-0.004517,-0.019994,6,cluster8
-0.032297,-0.038608,-0.038443,-0.088626,0.008783,-0.009569,0.0233,0.020901,-0.033652,-0.012414,-0.01259,8,cluster1
-0.017347,-0.012877,-0.029508,-0.069192,0.008531,-0.00493,0.004192,-0.009759,-0.016585,0.005594,-0.035259,5,cluster8
-0.020131,-0.0145,-0.031955,-0.057012,-0.006225,0.003427,0.008357,-0.00681,-0.022575,0.005117,0.000246,6,cluster3
-0.020211,-0.013728,-0.028416,-0.053511,0.007031,0.015862,0.019247,-0.007252,-0.025521,-0.02883,-0.037276,6,cluster6
0.002939,-0.017558,-0.050494,-0.028618,0.030258,-0.007441,0.000128,-0.001483,-0.035352,-0.000603,-0.012507,4,cluster5
-0.013767,-0.022359,-0.046872,-0.065687,-0.015648,-0.002562,0.017503,0.00796,-0.035644,-0.0003,-0.022859,6,cluster3
-0.02385,-0.014853,-0.03461,-0.042041,0.00883,0.001391,0.009928,-0.003602,-0.026309,-0.023067,-0.027529,6,cluster6
-0.03212,-0.004273,-0.032876,-0.071906,0.014783,-0.012354,0.012658,0.002055,-0.027473,0.023153,-0.015788,7,cluster8
-0.024946,-0.018988,-0.034637,-0.081087,0.012141,-0.004036,0.013592,-0.001493,-0.02101,0.025117,-0.009468,6,cluster8
-0.009556,-0.052741,-0.030269,-0.093133,0.023979,0.001103,0.032503,0.012475,-0.02729,-0.027938,-0.01986,7,cluster1
-0.011298,-0.016822,-0.040661,-0.077225,0.014238,0.003035,0.002861,0.01122,-0.021044,0.002828,-0.017652,6,cluster8
-0.024618,-0.009328,-0.04992,-0.043541,-0.001147,-0.004947,0.002943,0.000262,-0.018778,-0.0333,-0.022487,5,cluster6
-0.01284,-0.016906,-0.060672,-0.059802,0.012077,0.053485,0.031477,0.045695,0.020045,0.012045,-0.004439,5,cluster7
-0.024908,-0.015405,-0.035937,-0.062335,0.011311,0.011185,0.013488,-0.002192,-0.038097,-0.002008,-0.006288,6,cluster2
-0.021439,-0.008023,-0.028306,-0.060157,0.027093,0.011715,0.0158,-0.020535,-0.008405,-0.007088,-0.016519,5,cluster8
-0.028602,-0.008193,-0.034213,-0.053047,0.038678,-0.015273,0.035357,-0.00143,-0.025139,-0.014978,-0.009622,6,cluster6
-0.017403,-0.020999,-0.018999,-0.07972,0.027957,0.002451,0.004592,-0.032315,-0.008003,0.00921,-0.023181,6,cluster8
0.011509,-0.040014,-0.064954,-0.039522,0.048741,0.016395,-0.002439,0.022261,0.00241,0.008305,-0.016589,5,cluster5
0.003132,-0.028678,-0.052017,-0.080958,-0.004077,-0.004411,0.00176,0.028423,-0.038674,-0.000437,0.008331,3,cluster2
-0.016048,-0.025859,-0.032174,-0.077759,0.020583,0.004331,0.027033,-0.001793,-0.019504,-0.007459,-0.058805,6,cluster1
-0.016048,-0.025859,-0.032174,-0.077759,0.020583,0.004331,0.027033,-0.001793,-0.019504,-0.007459,-0.058805,6,cluster1
-0.022646,-0.015746,-0.028868,-0.059158,0.00874,0.008244,0.017591,-0.009765,-0.021876,0.010241,0.00082,6,cluster8
-0.020654,-0.027212,-0.025373,-0.031696,0.035272,0.031998,0.00568,-0.008804,-0.036282,-0.036139,-0.04418,5,cluster5
-0.023716,-0.013026,-0.029318,-0.076721,0.005171,0.031284,-0.012514,-0.000959,0.008619,-0.003538,-0.032561,4,cluster8
-0.02364,-0.013166,-0.02837,-0.07524,0.004496,0.032203,-0.013772,-0.000792,0.009954,-0.004657,-0.033802,4,cluster8
-0.007076,-0.019743,-0.032645,-0.068271,-0.005478,0.008845,0.013456,-0.017626,-0.024836,0.006479,-0.022215,8,cluster3
-0.020847,-0.026752,-0.037665,-0.071604,0.003034,-0.01227,0.017236,-0.004151,-0.025988,0.006833,-0.003182,6,cluster3
-0.007076,-0.019743,-0.032645,-0.068271,-0.005478,0.008845,0.013456,-0.017626,-0.024836,0.006479,-0.022215,8,cluster3
0.001891,-0.019998,-0.051747,-0.020058,0.028858,-0.004014,0.004997,-0.009996,-0.037611,0.009174,-0.008431,5,cluster5
-0.002933,-0.017935,-0.035864,-0.07114,0.004626,0.016458,-0.004635,0.002781,-0.008286,-0.01033,-0.038529,4,cluster3
-0.002862,-0.018509,-0.036244,-0.070744,0.005144,0.015893,-0.004835,0.003019,-0.008849,-0.009236,-0.037474,4,cluster3
-0.024708,-0.032943,-0.038094,-0.095056,0.022549,-0.012697,0.021334,0.022513,-0.019839,-0.000797,-0.004082,8,cluster1
-0.023147,-0.03086,-0.045062,-0.049848,-0.01492,0.001785,0.005392,-0.004841,-0.00882,-0.013753,-0.021005,6,cluster4
-0.022134,-0.005637,-0.049192,-0.054301,0.008025,0.016028,0.005505,0.008075,-0.006671,0.026864,-0.025325,7,cluster3
-0.023106,-0.005355,-0.049351,-0.053891,0.008592,0.016358,0.005877,0.008865,-0.006195,0.027231,-0.025593,6,cluster3
0.01551,-0.0309,-0.053405,-0.047737,0.053824,-0.00772,-0.007063,0.021954,0.006468,-0.036067,-0.00289,5,cluster5
-0.025514,-0.02482,-0.02826,-0.040979,-0.011373,0.028344,0.01041,-0.010869,-0.023212,-0.04953,-0.018998,5,cluster6
-0.009078,-0.033854,-0.042846,-0.077732,-0.003372,0.010687,0.03396,-0.010336,-0.019523,0.003935,-0.028204,6,cluster1
-0.012462,-0.034752,-0.041369,-0.083363,0.012973,-0.011319,0.018239,0.019425,-0.044522,-0.002718,-0.01892,6,cluster2
-0.025952,-0.021287,-0.032499,-0.063391,-0.007482,0.013956,-0.010988,0.010534,-0.055517,0.003985,-0.01787,4,cluster2
-0.014974,-0.020275,-0.034778,-0.064615,0.004279,0.015232,-0.004842,0.005089,-0.059845,0.010872,-0.02291,4,cluster2
-0.032098,-0.001929,-0.038095,-0.047515,0.012691,-0.013608,0.012553,0.00798,-0.030238,-0.01907,-0.033534,6,cluster6
-0.048414,-0.06179,-0.050054,-0.079599,-0.027797,-0.004001,-0.003664,0.030896,-0.046956,-0.029538,-0.031027,6,cluster4
-0.02547,-0.016396,-0.030143,-0.055448,-0.006482,0.015088,-0.016502,0.011263,-0.062429,0.000323,-0.026229,5,cluster2
-0.02663,-0.041209,-0.037824,-0.094795,0.012318,-0.005641,0.03208,0.024427,-0.03557,-0.018047,-0.017031,6,cluster1
-0.026488,-0.025939,-0.025813,-0.079757,0.01245,0.001199,0.012833,0.001841,-0.029195,-0.00556,-0.010927,6,cluster2
-0.0079,-0.004359,-0.036198,-0.067449,0.016408,-0.001907,0.016672,0.029377,-0.007052,-0.058937,-0.000374,5,cluster6
-0.027216,-0.007786,-0.033556,-0.039078,0.008262,0.012717,0.023265,-0.014249,-0.025116,-0.034489,-0.014173,6,cluster6
-0.035539,-0.004658,-0.039469,-0.068997,0.017745,0.0114,-0.008465,0.003968,0.008975,-0.016025,-0.015508,4,cluster8
-0.02291,-0.018503,-0.032013,-0.071527,-0.003528,-0.00101,-0.006985,-0.006013,-0.024792,0.005017,-0.014938,4,cluster4
-0.035396,-0.015051,-0.032284,-0.072545,0.012122,0.028276,-0.015233,0.003708,0.016014,-0.012087,-0.01163,4,cluster8
-0.018009,-0.018786,-0.027349,-0.066144,0.005255,0.022194,-0.002083,-0.022388,-0.008453,-0.016577,-0.045934,6,cluster8
-0.000657,0.000775,-0.040171,-0.076825,0.024845,-0.008493,0.013236,0.039471,-0.005333,-0.057525,0.008791,5,cluster5
-0.028056,-0.016776,-0.048392,-0.040718,0.041288,0.000483,0.007548,-0.01219,0.002097,-0.011464,0.004242,5,cluster5
-0.022768,-0.050921,-0.043906,-0.090812,0.013603,0.000993,0.045294,0.017479,-0.040306,-0.024419,-0.025842,7,cluster1
-0.034155,-0.018514,-0.029557,-0.074381,0.016944,0.028726,-0.016273,0.007491,0.020123,-0.019385,-0.012144,5,cluster8
-0.023063,-0.024834,-0.027703,-0.070929,-0.0044,0.003257,-0.010068,-0.004431,-0.022281,-0.000622,-0.014249,6,cluster4
-0.014655,-0.02092,-0.030953,-0.07613,0.007619,0.008165,0.01553,-0.000393,-0.019963,-0.008234,-0.04809,6,cluster2
-0.014655,-0.02092,-0.030953,-0.07613,0.007619,0.008165,0.01553,-0.000393,-0.019963,-0.008234,-0.04809,6,cluster2
-0.014875,0.007511,-0.043462,-0.053685,0.00829,-0.007588,0.014315,-0.004575,-0.006508,-0.012551,-0.02598,5,cluster6
-0.022023,0.005047,-0.040381,-0.044236,0.012374,0.003972,0.014535,0.001067,-0.012562,-0.031458,-0.020857,6,cluster6
-0.022638,-0.013062,-0.030424,-0.037109,0.004506,0.01936,0.014985,-0.011747,-0.02233,-0.047276,-0.03092,6,cluster6
-0.000078,-0.016712,-0.038202,-0.060014,0.014368,0.015175,0.014986,0.006104,-0.006573,-0.022298,-0.015402,5,cluster5
-0.000078,-0.016712,-0.038202,-0.060014,0.014368,0.015175,0.014986,0.006104,-0.006573,-0.022298,-0.015402,5,cluster5
-0.040104,-0.057631,-0.040222,-0.068856,-0.041607,0.002535,-0.021408,0.000535,-0.016337,-0.028952,-0.04304,6,cluster4
-0.011159,-0.01952,-0.036435,-0.03942,0.004838,0.028245,0.024084,-0.005986,-0.015047,-0.026286,-0.022907,5,cluster6
-0.003088,-0.022951,-0.048991,-0.058003,-0.000103,0.006742,-0.002043,0.009008,-0.003182,-0.018883,-0.046156,5,cluster4
-0.011159,-0.01952,-0.036435,-0.03942,0.004838,0.028245,0.024084,-0.005986,-0.015047,-0.026286,-0.022907,5,cluster6
-0.023335,-0.023855,-0.028897,-0.067341,0.00349,0.006161,-0.00418,-0.01437,-0.008845,-0.005097,-0.005252,6,cluster8
-0.01724,-0.023652,-0.036633,-0.077315,-0.002565,0.001355,-0.003884,-0.001429,-0.015466,0.004198,-0.017362,6,cluster4
-0.031503,-0.007886,-0.039858,-0.072738,0.018287,-0.01574,-0.005863,0.004311,-0.01303,-0.002011,-0.031987,6,cluster8
-0.009774,-0.006531,-0.039167,-0.072641,0.014242,-0.009629,0.007842,0.012995,-0.006593,-0.028883,0.007021,5,cluster6
-0.009774,-0.006531,-0.039167,-0.072641,0.014242,-0.009629,0.007842,0.012995,-0.006593,-0.028883,0.007021,5,cluster6
-0.033394,-0.013974,-0.031424,-0.03946,0.013459,-0.007517,-0.000659,-0.014965,-0.013361,-0.025765,-0.006679,5,cluster6
-0.014214,-0.014893,-0.041681,-0.049173,0.004043,-0.002946,0.004991,0.000787,-0.028145,-0.027104,-0.022228,6,cluster6
-0.018127,-0.02124,-0.039511,-0.070529,0.015057,0.00121,0.005904,0.005869,-0.036809,-0.01456,-0.018901,6,cluster2
-0.018127,-0.02124,-0.039511,-0.070529,0.015057,0.00121,0.005904,0.005869,-0.036809,-0.01456,-0.018901,6,cluster2
-0.014803,-0.017034,-0.044043,-0.045722,-0.003495,0.007736,0.020459,-0.011115,-0.010493,-0.020222,0.003813,5,cluster6
-0.014803,-0.017034,-0.044043,-0.045722,-0.003495,0.007736,0.020459,-0.011115,-0.010493,-0.020222,0.003813,5,cluster6
-0.006616,-0.010353,-0.047566,-0.058364,-0.018608,0.014105,0.009478,0.016838,-0.044215,0.009017,-0.005753,5,cluster3
-0.007187,-0.008998,-0.046454,-0.058136,-0.017733,0.014424,0.0101,0.016584,-0.04571,0.009565,-0.007036,5,cluster2
