@relation cars-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {1,2,3,4}

@data
1.732051,0,1.732051,0,0,3.464102,0,-1.732051,0,0,1
0,0,0,1.732051,0,3.464102,1.732051,0,1.732051,1.732051,1
3.464102,0,1.732051,0,-1.732051,3.464102,-1.732051,-1.732051,0,-1.732051,1
1.732051,-1.732051,0,0,-1.732051,3.464102,-1.732051,-1.732051,1.732051,-1.732051,1
1.732051,0,1.732051,-1.732051,0,3.464102,0,-1.732051,0,0,1
1.732051,0,1.732051,0,-1.732051,1.732051,-1.732051,-1.732051,0,0,1
0,0,0,1.732051,-1.732051,1.732051,0,0,1.732051,1.732051,1
0,-1.732051,0,0,-1.732051,1.732051,-1.732051,-1.732051,1.732051,0,1
3.464102,0,1.732051,0,-3.464102,1.732051,-3.464102,-1.732051,0,-1.732051,1
1.732051,-1.732051,0,0,-3.464102,1.732051,-3.464102,-1.732051,1.732051,-1.732051,1
1.732051,0,1.732051,-1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,0,1
0,0,0,0,-1.732051,1.732051,0,0,1.732051,1.732051,1
0,-1.732051,0,-1.732051,-1.732051,1.732051,-1.732051,-1.732051,1.732051,0,1
3.464102,0,1.732051,0,-1.732051,1.732051,0,-1.732051,-1.732051,0,1
1.732051,-1.732051,0,0,-1.732051,1.732051,0,-1.732051,0,0,1
5.196152,0,1.732051,0,-3.464102,1.732051,-1.732051,-1.732051,-1.732051,-1.732051,1
3.464102,-1.732051,0,0,-3.464102,1.732051,-1.732051,-1.732051,0,-1.732051,1
3.464102,0,1.732051,-1.732051,-1.732051,1.732051,0,-1.732051,-1.732051,0,1
1.732051,-1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,0,0,1
0,1.732051,1.732051,1.732051,0,1.732051,1.732051,-1.732051,1.732051,1.732051,1
0,0,1.732051,0,0,1.732051,0,-3.464102,1.732051,0,1
3.464102,1.732051,3.464102,0,-1.732051,1.732051,-1.732051,-3.464102,0,-1.732051,1
0,1.732051,1.732051,0,0,1.732051,1.732051,-1.732051,1.732051,1.732051,1
0,0,1.732051,-1.732051,0,1.732051,0,-3.464102,1.732051,0,1
1.732051,1.732051,3.464102,0,-1.732051,0,-1.732051,-3.464102,0,0,1
0,1.732051,1.732051,1.732051,-1.732051,0,0,-1.732051,1.732051,1.732051,1
1.732051,1.732051,1.732051,1.732051,-3.464102,0,-1.732051,-1.732051,1.732051,0,1
1.732051,0,1.732051,0,-3.464102,0,-3.464102,-3.464102,1.732051,-1.732051,1
0,1.732051,1.732051,0,-1.732051,0,0,-1.732051,1.732051,1.732051,1
0,0,1.732051,-1.732051,-1.732051,0,-1.732051,-3.464102,1.732051,0,1
3.464102,1.732051,3.464102,0,-1.732051,0,0,-3.464102,-1.732051,0,1
1.732051,0,1.732051,0,-1.732051,0,0,-3.464102,0,0,1
3.464102,0,1.732051,0,-3.464102,0,-1.732051,-3.464102,0,-1.732051,1
3.464102,1.732051,3.464102,-1.732051,-1.732051,0,0,-3.464102,-1.732051,0,1
1.732051,1.732051,1.732051,0,-1.732051,0,1.732051,-1.732051,0,1.732051,1
1.732051,0,1.732051,-1.732051,-1.732051,0,0,-3.464102,0,0,1
1.732051,0,1.732051,0,0,1.732051,0,-1.732051,0,0,1
0,0,0,1.732051,0,1.732051,1.732051,0,1.732051,1.732051,1
1.732051,0,0,1.732051,-1.732051,1.732051,0,0,1.732051,0,1
1.732051,-1.732051,0,0,-1.732051,1.732051,-1.732051,-1.732051,1.732051,-1.732051,1
1.732051,0,1.732051,-1.732051,0,1.732051,0,-1.732051,0,0,1
0,0,0,0,0,1.732051,1.732051,0,1.732051,1.732051,1
0,-1.732051,0,-1.732051,0,1.732051,0,-1.732051,1.732051,0,1
1.732051,0,1.732051,0,-1.732051,0,-1.732051,-1.732051,0,0,1
0,0,0,1.732051,-1.732051,0,0,0,1.732051,1.732051,1
3.464102,0,1.732051,0,-3.464102,0,-3.464102,-1.732051,0,-1.732051,1
1.732051,-1.732051,0,0,-3.464102,0,-3.464102,-1.732051,1.732051,-1.732051,1
1.732051,0,1.732051,-1.732051,-1.732051,0,-1.732051,-1.732051,0,0,1
0,0,0,0,-1.732051,0,0,0,1.732051,1.732051,1
0,-1.732051,0,-1.732051,-1.732051,0,-1.732051,-1.732051,1.732051,0,1
3.464102,0,1.732051,0,-1.732051,0,0,-1.732051,-1.732051,0,1
1.732051,0,0,1.732051,-1.732051,0,1.732051,0,0,1.732051,1
1.732051,-1.732051,0,0,-1.732051,0,0,-1.732051,0,0,1
5.196152,0,1.732051,0,-3.464102,0,-1.732051,-1.732051,-1.732051,-1.732051,1
3.464102,0,0,1.732051,-3.464102,0,0,0,0,0,1
3.464102,-1.732051,0,0,-3.464102,0,-1.732051,-1.732051,0,-1.732051,1
3.464102,0,1.732051,-1.732051,-1.732051,0,0,-1.732051,-1.732051,0,1
1.732051,-1.732051,0,-1.732051,-1.732051,0,0,-1.732051,0,0,1
1.732051,0,1.732051,0,1.732051,1.732051,0,-3.464102,0,1.732051,1
0,-1.732051,0,0,1.732051,1.732051,0,-3.464102,1.732051,1.732051,1
3.464102,0,1.732051,0,0,1.732051,-1.732051,-3.464102,0,0,1
1.732051,0,1.732051,-1.732051,1.732051,1.732051,0,-3.464102,0,1.732051,1
0,-1.732051,0,0,0,0,-1.732051,-3.464102,1.732051,1.732051,1
3.464102,0,1.732051,0,-1.732051,0,-3.464102,-3.464102,0,0,1
1.732051,-1.732051,0,0,-1.732051,0,-3.464102,-3.464102,1.732051,0,1
1.732051,0,1.732051,-1.732051,0,0,-1.732051,-3.464102,0,1.732051,1
0,0,0,0,0,0,0,-1.732051,1.732051,3.464102,1
1.732051,0,0,1.732051,0,0,1.732051,-1.732051,0,3.464102,1
1.732051,-1.732051,0,0,0,0,0,-3.464102,0,1.732051,1
5.196152,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,-1.732051,0,1
1.732051,0,0,0,0,0,1.732051,-1.732051,0,3.464102,1
1.732051,-1.732051,0,-1.732051,0,0,0,-3.464102,0,1.732051,1
1.732051,0,1.732051,0,1.732051,3.464102,-1.732051,-1.732051,0,0,1
0,0,0,1.732051,1.732051,3.464102,0,0,1.732051,1.732051,1
0,-1.732051,0,0,1.732051,3.464102,-1.732051,-1.732051,1.732051,0,1
1.732051,0,0,1.732051,0,3.464102,-1.732051,0,1.732051,0,1
1.732051,-1.732051,0,0,0,3.464102,-3.464102,-1.732051,1.732051,-1.732051,1
1.732051,0,1.732051,-1.732051,1.732051,3.464102,-1.732051,-1.732051,0,0,1
0,-1.732051,0,0,0,1.732051,-3.464102,-1.732051,1.732051,0,2
3.464102,0,1.732051,0,-1.732051,1.732051,-5.196152,-1.732051,0,-1.732051,1
1.732051,0,0,1.732051,-1.732051,1.732051,-3.464102,0,1.732051,0,1
1.732051,-1.732051,0,0,-1.732051,1.732051,-5.196152,-1.732051,1.732051,-1.732051,2
1.732051,0,1.732051,-1.732051,0,1.732051,-3.464102,-1.732051,0,0,1
0,0,0,0,0,1.732051,-1.732051,0,1.732051,1.732051,2
3.464102,0,1.732051,0,0,1.732051,-1.732051,-1.732051,-1.732051,0,1
5.196152,0,1.732051,0,-1.732051,1.732051,-3.464102,-1.732051,-1.732051,-1.732051,1
1.732051,0,0,0,0,1.732051,0,0,0,1.732051,2
1.732051,-1.732051,0,-1.732051,0,1.732051,-1.732051,-1.732051,0,0,2
1.732051,1.732051,3.464102,0,1.732051,1.732051,-1.732051,-3.464102,0,0,1
0,1.732051,1.732051,1.732051,1.732051,1.732051,0,-1.732051,1.732051,1.732051,1
0,0,1.732051,0,1.732051,1.732051,-1.732051,-3.464102,1.732051,0,1
1.732051,1.732051,1.732051,1.732051,0,1.732051,-1.732051,-1.732051,1.732051,0,1
1.732051,1.732051,3.464102,-1.732051,1.732051,1.732051,-1.732051,-3.464102,0,0,1
0,0,1.732051,-1.732051,1.732051,1.732051,-1.732051,-3.464102,1.732051,0,1
0,1.732051,1.732051,1.732051,0,0,-1.732051,-1.732051,1.732051,1.732051,1
3.464102,1.732051,3.464102,0,-1.732051,0,-5.196152,-3.464102,0,-1.732051,1
1.732051,1.732051,1.732051,1.732051,-1.732051,0,-3.464102,-1.732051,1.732051,0,1
1.732051,0,1.732051,0,-1.732051,0,-5.196152,-3.464102,1.732051,-1.732051,2
1.732051,1.732051,3.464102,-1.732051,0,0,-3.464102,-3.464102,0,0,1
0,0,1.732051,-1.732051,0,0,-3.464102,-3.464102,1.732051,0,2
3.464102,1.732051,3.464102,0,0,0,-1.732051,-3.464102,-1.732051,0,1
5.196152,1.732051,3.464102,0,-1.732051,0,-3.464102,-3.464102,-1.732051,-1.732051,1
3.464102,1.732051,1.732051,1.732051,-1.732051,0,-1.732051,-1.732051,0,0,2
3.464102,0,1.732051,0,-1.732051,0,-3.464102,-3.464102,0,-1.732051,2
3.464102,1.732051,3.464102,-1.732051,0,0,-1.732051,-3.464102,-1.732051,0,1
1.732051,0,1.732051,0,1.732051,1.732051,-1.732051,-1.732051,0,0,1
0,0,0,1.732051,1.732051,1.732051,0,0,1.732051,1.732051,1
0,-1.732051,0,0,1.732051,1.732051,-1.732051,-1.732051,1.732051,0,1
1.732051,0,0,1.732051,0,1.732051,-1.732051,0,1.732051,0,1
1.732051,-1.732051,0,0,0,1.732051,-3.464102,-1.732051,1.732051,-1.732051,1
1.732051,0,1.732051,-1.732051,1.732051,1.732051,-1.732051,-1.732051,0,0,1
0,0,0,0,1.732051,1.732051,0,0,1.732051,1.732051,1
0,0,0,1.732051,0,0,-1.732051,0,1.732051,1.732051,1
0,-1.732051,0,0,0,0,-3.464102,-1.732051,1.732051,0,2
3.464102,0,1.732051,0,-1.732051,0,-5.196152,-1.732051,0,-1.732051,1
1.732051,0,0,1.732051,-1.732051,0,-3.464102,0,1.732051,0,2
1.732051,-1.732051,0,0,-1.732051,0,-5.196152,-1.732051,1.732051,-1.732051,2
1.732051,0,1.732051,-1.732051,0,0,-3.464102,-1.732051,0,0,1
1.732051,0,0,1.732051,0,0,0,0,0,1.732051,1
1.732051,-1.732051,0,0,0,0,-1.732051,-1.732051,0,0,2
5.196152,0,1.732051,0,-1.732051,0,-3.464102,-1.732051,-1.732051,-1.732051,1
3.464102,0,0,1.732051,-1.732051,0,-1.732051,0,0,0,2
3.464102,-1.732051,0,0,-1.732051,0,-3.464102,-1.732051,0,-1.732051,2
3.464102,0,1.732051,-1.732051,0,0,-1.732051,-1.732051,-1.732051,0,1
1.732051,0,0,0,0,0,0,0,0,1.732051,2
1.732051,-1.732051,0,-1.732051,0,0,-1.732051,-1.732051,0,0,2
1.732051,0,1.732051,0,3.464102,1.732051,-1.732051,-3.464102,0,1.732051,1
0,0,0,1.732051,3.464102,1.732051,0,-1.732051,1.732051,3.464102,1
0,-1.732051,0,0,3.464102,1.732051,-1.732051,-3.464102,1.732051,1.732051,1
1.732051,-1.732051,0,0,1.732051,1.732051,-3.464102,-3.464102,1.732051,0,1
1.732051,0,1.732051,-1.732051,3.464102,1.732051,-1.732051,-3.464102,0,1.732051,1
0,0,0,0,3.464102,1.732051,0,-1.732051,1.732051,3.464102,1
0,-1.732051,0,-1.732051,3.464102,1.732051,-1.732051,-3.464102,1.732051,1.732051,1
1.732051,0,1.732051,0,1.732051,0,-3.464102,-3.464102,0,1.732051,1
0,-1.732051,0,0,1.732051,0,-3.464102,-3.464102,1.732051,1.732051,2
3.464102,0,1.732051,0,0,0,-5.196152,-3.464102,0,0,1
1.732051,-1.732051,0,0,0,0,-5.196152,-3.464102,1.732051,0,2
3.464102,0,1.732051,0,1.732051,0,-1.732051,-3.464102,-1.732051,1.732051,1
5.196152,0,1.732051,0,0,0,-3.464102,-3.464102,-1.732051,0,1
3.464102,0,0,1.732051,0,0,-1.732051,-1.732051,0,1.732051,2
3.464102,-1.732051,0,0,0,0,-3.464102,-3.464102,0,0,2
1.732051,0,0,0,1.732051,0,0,-1.732051,0,3.464102,2
3.464102,0,1.732051,1.732051,0,3.464102,0,-1.732051,0,0,1
5.196152,0,1.732051,1.732051,-1.732051,3.464102,-1.732051,-1.732051,0,-1.732051,1
3.464102,-1.732051,0,1.732051,-1.732051,3.464102,-1.732051,-1.732051,1.732051,-1.732051,1
3.464102,0,1.732051,0,0,3.464102,0,-1.732051,0,0,1
1.732051,0,0,1.732051,0,3.464102,1.732051,0,1.732051,1.732051,1
1.732051,-1.732051,0,0,0,3.464102,0,-1.732051,1.732051,0,1
3.464102,0,1.732051,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,0,1
1.732051,0,0,3.464102,-1.732051,1.732051,0,0,1.732051,1.732051,1
1.732051,-1.732051,0,1.732051,-1.732051,1.732051,-1.732051,-1.732051,1.732051,0,2
5.196152,0,1.732051,1.732051,-3.464102,1.732051,-3.464102,-1.732051,0,-1.732051,1
3.464102,0,0,3.464102,-3.464102,1.732051,-1.732051,0,1.732051,0,1
3.464102,-1.732051,0,1.732051,-3.464102,1.732051,-3.464102,-1.732051,1.732051,-1.732051,2
3.464102,0,1.732051,0,-1.732051,1.732051,-1.732051,-1.732051,0,0,1
1.732051,0,0,1.732051,-1.732051,1.732051,0,0,1.732051,1.732051,2
1.732051,-1.732051,0,0,-1.732051,1.732051,-1.732051,-1.732051,1.732051,0,2
5.196152,0,1.732051,1.732051,-1.732051,1.732051,0,-1.732051,-1.732051,0,1
3.464102,-1.732051,0,1.732051,-1.732051,1.732051,0,-1.732051,0,0,1
6.928203,0,1.732051,1.732051,-3.464102,1.732051,-1.732051,-1.732051,-1.732051,-1.732051,1
5.196152,0,0,3.464102,-3.464102,1.732051,0,0,0,0,1
5.196152,-1.732051,0,1.732051,-3.464102,1.732051,-1.732051,-1.732051,0,-1.732051,2
5.196152,0,1.732051,0,-1.732051,1.732051,0,-1.732051,-1.732051,0,1
3.464102,0,0,1.732051,-1.732051,1.732051,1.732051,0,0,1.732051,2
3.464102,-1.732051,0,0,-1.732051,1.732051,0,-1.732051,0,0,2
3.464102,1.732051,3.464102,1.732051,0,1.732051,0,-3.464102,0,0,1
1.732051,1.732051,1.732051,3.464102,0,1.732051,1.732051,-1.732051,1.732051,1.732051,1
1.732051,0,1.732051,1.732051,0,1.732051,0,-3.464102,1.732051,0,1
5.196152,1.732051,3.464102,1.732051,-1.732051,1.732051,-1.732051,-3.464102,0,-1.732051,1
3.464102,0,1.732051,1.732051,-1.732051,1.732051,-1.732051,-3.464102,1.732051,-1.732051,1
3.464102,1.732051,3.464102,0,0,1.732051,0,-3.464102,0,0,1
1.732051,1.732051,1.732051,1.732051,0,1.732051,1.732051,-1.732051,1.732051,1.732051,1
1.732051,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,1.732051,0,2
5.196152,1.732051,3.464102,1.732051,-3.464102,0,-3.464102,-3.464102,0,-1.732051,1
3.464102,1.732051,1.732051,3.464102,-3.464102,0,-1.732051,-1.732051,1.732051,0,1
3.464102,1.732051,3.464102,0,-1.732051,0,-1.732051,-3.464102,0,0,1
1.732051,1.732051,1.732051,1.732051,-1.732051,0,0,-1.732051,1.732051,1.732051,2
1.732051,0,1.732051,0,-1.732051,0,-1.732051,-3.464102,1.732051,0,2
5.196152,1.732051,3.464102,1.732051,-1.732051,0,0,-3.464102,-1.732051,0,1
3.464102,0,1.732051,1.732051,-1.732051,0,0,-3.464102,0,0,2
6.928203,1.732051,3.464102,1.732051,-3.464102,0,-1.732051,-3.464102,-1.732051,-1.732051,1
5.196152,1.732051,1.732051,3.464102,-3.464102,0,0,-1.732051,0,0,2
5.196152,1.732051,3.464102,0,-1.732051,0,0,-3.464102,-1.732051,0,1
3.464102,1.732051,1.732051,1.732051,-1.732051,0,1.732051,-1.732051,0,1.732051,2
3.464102,0,1.732051,0,-1.732051,0,0,-3.464102,0,0,2
3.464102,0,1.732051,1.732051,0,1.732051,0,-1.732051,0,0,1
1.732051,0,0,3.464102,0,1.732051,1.732051,0,1.732051,1.732051,1
1.732051,-1.732051,0,1.732051,0,1.732051,0,-1.732051,1.732051,0,1
5.196152,0,1.732051,1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-1.732051,1
3.464102,0,0,3.464102,-1.732051,1.732051,0,0,1.732051,0,1
3.464102,-1.732051,0,1.732051,-1.732051,1.732051,-1.732051,-1.732051,1.732051,-1.732051,1
3.464102,0,1.732051,0,0,1.732051,0,-1.732051,0,0,1
1.732051,-1.732051,0,0,0,1.732051,0,-1.732051,1.732051,0,1
3.464102,0,1.732051,1.732051,-1.732051,0,-1.732051,-1.732051,0,0,1
1.732051,0,0,3.464102,-1.732051,0,0,0,1.732051,1.732051,1
1.732051,-1.732051,0,1.732051,-1.732051,0,-1.732051,-1.732051,1.732051,0,2
3.464102,0,0,3.464102,-3.464102,0,-1.732051,0,1.732051,0,2
3.464102,-1.732051,0,1.732051,-3.464102,0,-3.464102,-1.732051,1.732051,-1.732051,2
3.464102,0,0,3.464102,-1.732051,0,1.732051,0,0,1.732051,1
3.464102,-1.732051,0,1.732051,-1.732051,0,0,-1.732051,0,0,2
6.928203,0,1.732051,1.732051,-3.464102,0,-1.732051,-1.732051,-1.732051,-1.732051,1
5.196152,0,0,3.464102,-3.464102,0,0,0,0,0,2
5.196152,0,1.732051,0,-1.732051,0,0,-1.732051,-1.732051,0,1
3.464102,0,0,1.732051,-1.732051,0,1.732051,0,0,1.732051,2
3.464102,0,1.732051,1.732051,1.732051,1.732051,0,-3.464102,0,1.732051,1
1.732051,-1.732051,0,1.732051,1.732051,1.732051,0,-3.464102,1.732051,1.732051,1
3.464102,-1.732051,0,1.732051,0,1.732051,-1.732051,-3.464102,1.732051,0,1
1.732051,-1.732051,0,0,1.732051,1.732051,0,-3.464102,1.732051,1.732051,1
3.464102,0,1.732051,1.732051,0,0,-1.732051,-3.464102,0,1.732051,1
1.732051,0,0,3.464102,0,0,0,-1.732051,1.732051,3.464102,1
1.732051,-1.732051,0,1.732051,0,0,-1.732051,-3.464102,1.732051,1.732051,2
3.464102,-1.732051,0,1.732051,-1.732051,0,-3.464102,-3.464102,1.732051,0,2
3.464102,0,1.732051,0,0,0,-1.732051,-3.464102,0,1.732051,1
1.732051,-1.732051,0,0,0,0,-1.732051,-3.464102,1.732051,1.732051,2
5.196152,0,1.732051,1.732051,0,0,0,-3.464102,-1.732051,1.732051,1
3.464102,0,0,3.464102,0,0,1.732051,-1.732051,0,3.464102,1
3.464102,-1.732051,0,1.732051,0,0,0,-3.464102,0,1.732051,2
6.928203,0,1.732051,1.732051,-1.732051,0,-1.732051,-3.464102,-1.732051,0,1
5.196152,0,0,3.464102,-1.732051,0,0,-1.732051,0,1.732051,2
5.196152,-1.732051,0,1.732051,-1.732051,0,-1.732051,-3.464102,0,0,2
3.464102,0,0,1.732051,0,0,1.732051,-1.732051,0,3.464102,2
3.464102,-1.732051,0,0,0,0,0,-3.464102,0,1.732051,2
0,0,1.732051,1.732051,0,1.732051,1.732051,0,0,0,1
0,-1.732051,1.732051,0,0,1.732051,0,-1.732051,0,-1.732051,1
1.732051,0,1.732051,1.732051,-1.732051,1.732051,0,0,0,-1.732051,1
1.732051,-1.732051,1.732051,0,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,1
1.732051,0,3.464102,-1.732051,0,1.732051,0,-1.732051,-1.732051,-1.732051,1
0,0,1.732051,0,0,1.732051,1.732051,0,0,0,1
0,-1.732051,1.732051,-1.732051,0,1.732051,0,-1.732051,0,-1.732051,1
0,0,1.732051,1.732051,-1.732051,0,0,0,0,0,1
0,-1.732051,1.732051,0,-1.732051,0,-1.732051,-1.732051,0,-1.732051,1
3.464102,0,3.464102,0,-3.464102,0,-3.464102,-1.732051,-1.732051,-3.464102,1
1.732051,0,1.732051,1.732051,-3.464102,0,-1.732051,0,0,-1.732051,1
0,0,1.732051,0,-1.732051,0,0,0,0,0,1
0,-1.732051,1.732051,-1.732051,-1.732051,0,-1.732051,-1.732051,0,-1.732051,1
3.464102,0,3.464102,0,-1.732051,0,0,-1.732051,-3.464102,-1.732051,1
1.732051,0,1.732051,1.732051,-1.732051,0,1.732051,0,-1.732051,0,1
5.196152,0,3.464102,0,-3.464102,0,-1.732051,-1.732051,-3.464102,-3.464102,1
3.464102,0,1.732051,1.732051,-3.464102,0,0,0,-1.732051,-1.732051,1
1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,0,-1.732051,-1.732051,-1.732051,1
1.732051,1.732051,5.196152,0,0,0,0,-3.464102,-1.732051,-1.732051,1
0,0,3.464102,0,0,0,0,-3.464102,0,-1.732051,1
3.464102,1.732051,5.196152,0,-1.732051,0,-1.732051,-3.464102,-1.732051,-3.464102,1
1.732051,1.732051,3.464102,1.732051,-1.732051,0,0,-1.732051,0,-1.732051,1
1.732051,1.732051,5.196152,-1.732051,0,0,0,-3.464102,-1.732051,-1.732051,1
1.732051,1.732051,5.196152,0,-1.732051,-1.732051,-1.732051,-3.464102,-1.732051,-1.732051,1
0,1.732051,3.464102,1.732051,-1.732051,-1.732051,0,-1.732051,0,0,1
0,0,3.464102,0,-1.732051,-1.732051,-1.732051,-3.464102,0,-1.732051,1
3.464102,1.732051,5.196152,0,-3.464102,-1.732051,-3.464102,-3.464102,-1.732051,-3.464102,1
1.732051,1.732051,3.464102,1.732051,-3.464102,-1.732051,-1.732051,-1.732051,0,-1.732051,1
0,1.732051,3.464102,0,-1.732051,-1.732051,0,-1.732051,0,0,1
0,0,3.464102,-1.732051,-1.732051,-1.732051,-1.732051,-3.464102,0,-1.732051,1
3.464102,1.732051,5.196152,0,-1.732051,-1.732051,0,-3.464102,-3.464102,-1.732051,1
1.732051,1.732051,3.464102,1.732051,-1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,1
5.196152,1.732051,5.196152,0,-3.464102,-1.732051,-1.732051,-3.464102,-3.464102,-3.464102,1
3.464102,1.732051,3.464102,1.732051,-3.464102,-1.732051,0,-1.732051,-1.732051,-1.732051,1
3.464102,1.732051,5.196152,-1.732051,-1.732051,-1.732051,0,-3.464102,-3.464102,-1.732051,1
1.732051,1.732051,3.464102,0,-1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,1
1.732051,0,3.464102,-1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,-1.732051,1
0,0,1.732051,1.732051,0,0,1.732051,0,0,0,1
0,-1.732051,1.732051,0,0,0,0,-1.732051,0,-1.732051,1
1.732051,0,1.732051,1.732051,-1.732051,0,0,0,0,-1.732051,1
1.732051,-1.732051,1.732051,0,-1.732051,0,-1.732051,-1.732051,0,-3.464102,1
1.732051,0,3.464102,-1.732051,0,0,0,-1.732051,-1.732051,-1.732051,1
0,-1.732051,1.732051,-1.732051,0,0,0,-1.732051,0,-1.732051,1
1.732051,0,3.464102,0,-1.732051,-1.732051,-1.732051,-1.732051,-1.732051,-1.732051,1
0,-1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,-1.732051,0,-1.732051,1
3.464102,0,3.464102,0,-3.464102,-1.732051,-3.464102,-1.732051,-1.732051,-3.464102,1
0,0,1.732051,0,-1.732051,-1.732051,0,0,0,0,1
3.464102,0,3.464102,0,-1.732051,-1.732051,0,-1.732051,-3.464102,-1.732051,1
1.732051,0,1.732051,1.732051,-1.732051,-1.732051,1.732051,0,-1.732051,0,1
3.464102,0,1.732051,1.732051,-3.464102,-1.732051,0,0,-1.732051,-1.732051,1
3.464102,-1.732051,1.732051,0,-3.464102,-1.732051,-1.732051,-1.732051,-1.732051,-3.464102,1
3.464102,0,3.464102,-1.732051,-1.732051,-1.732051,0,-1.732051,-3.464102,-1.732051,1
1.732051,0,1.732051,0,-1.732051,-1.732051,1.732051,0,-1.732051,0,1
1.732051,-1.732051,1.732051,-1.732051,-1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,1
1.732051,0,3.464102,0,1.732051,0,0,-3.464102,-1.732051,0,1
0,0,1.732051,1.732051,1.732051,0,1.732051,-1.732051,0,1.732051,1
0,-1.732051,1.732051,0,1.732051,0,0,-3.464102,0,0,1
3.464102,0,3.464102,0,0,0,-1.732051,-3.464102,-1.732051,-1.732051,1
1.732051,0,1.732051,1.732051,0,0,0,-1.732051,0,0,1
1.732051,0,3.464102,-1.732051,1.732051,0,0,-3.464102,-1.732051,0,1
0,0,1.732051,0,1.732051,0,1.732051,-1.732051,0,1.732051,1
0,-1.732051,1.732051,-1.732051,1.732051,0,0,-3.464102,0,0,1
1.732051,0,3.464102,0,0,-1.732051,-1.732051,-3.464102,-1.732051,0,1
0,0,1.732051,1.732051,0,-1.732051,0,-1.732051,0,1.732051,1
0,-1.732051,1.732051,0,0,-1.732051,-1.732051,-3.464102,0,0,1
3.464102,0,3.464102,0,-1.732051,-1.732051,-3.464102,-3.464102,-1.732051,-1.732051,1
1.732051,-1.732051,1.732051,0,-1.732051,-1.732051,-3.464102,-3.464102,0,-1.732051,1
1.732051,0,3.464102,-1.732051,0,-1.732051,-1.732051,-3.464102,-1.732051,0,1
3.464102,0,3.464102,0,0,-1.732051,0,-3.464102,-3.464102,0,1
1.732051,-1.732051,1.732051,0,0,-1.732051,0,-3.464102,-1.732051,0,1
5.196152,0,3.464102,0,-1.732051,-1.732051,-1.732051,-3.464102,-3.464102,-1.732051,1
3.464102,0,1.732051,1.732051,-1.732051,-1.732051,0,-1.732051,-1.732051,0,1
3.464102,-1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,-3.464102,-1.732051,-1.732051,1
3.464102,0,3.464102,-1.732051,0,-1.732051,0,-3.464102,-3.464102,0,1
1.732051,-1.732051,1.732051,-1.732051,0,-1.732051,0,-3.464102,-1.732051,0,1
1.732051,0,3.464102,-1.732051,1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,1
0,0,1.732051,0,1.732051,1.732051,1.732051,0,0,0,1
0,-1.732051,1.732051,-1.732051,1.732051,1.732051,0,-1.732051,0,-1.732051,1
1.732051,-1.732051,1.732051,-1.732051,0,1.732051,-1.732051,-1.732051,0,-3.464102,1
1.732051,0,3.464102,-3.464102,1.732051,1.732051,0,-1.732051,-1.732051,-1.732051,1
0,0,1.732051,-1.732051,1.732051,1.732051,1.732051,0,0,0,1
0,-1.732051,1.732051,-3.464102,1.732051,1.732051,0,-1.732051,0,-1.732051,1
0,0,1.732051,0,0,0,0,0,0,0,1
0,-1.732051,1.732051,-1.732051,0,0,-1.732051,-1.732051,0,-1.732051,2
3.464102,0,3.464102,-1.732051,-1.732051,0,-3.464102,-1.732051,-1.732051,-3.464102,1
1.732051,0,1.732051,0,-1.732051,0,-1.732051,0,0,-1.732051,1
1.732051,-1.732051,1.732051,-1.732051,-1.732051,0,-3.464102,-1.732051,0,-3.464102,2
1.732051,0,3.464102,-3.464102,0,0,-1.732051,-1.732051,-1.732051,-1.732051,1
0,0,1.732051,-1.732051,0,0,0,0,0,0,2
0,-1.732051,1.732051,-3.464102,0,0,-1.732051,-1.732051,0,-1.732051,2
1.732051,0,1.732051,0,0,0,1.732051,0,-1.732051,0,1
5.196152,0,3.464102,-1.732051,-1.732051,0,-1.732051,-1.732051,-3.464102,-3.464102,1
3.464102,0,1.732051,0,-1.732051,0,0,0,-1.732051,-1.732051,1
3.464102,-1.732051,1.732051,-1.732051,-1.732051,0,-1.732051,-1.732051,-1.732051,-3.464102,2
3.464102,0,3.464102,-3.464102,0,0,0,-1.732051,-3.464102,-1.732051,1
