@relation cars-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-weka.filters.supervised.attribute.NominalToBinary_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A22-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute class {1,2,3,4}

@data
0.004566,-0.012349,-0.019018,-0.004842,-0.026484,-0.040511,0.02711,0.008405,0.010812,0.031649,-0.006435,-0.024007,-0.008007,-0.015187,-0.000835,-0.017861,0.027867,0.019747,-0.032054,0.041977,0.041198,1
-0.020744,-0.024198,-0.013322,0.006827,-0.008348,-0.042435,0.045505,0.016649,0.02579,0.02475,-0.009774,-0.008352,0.006253,-0.037012,0.005576,0.019201,0.033835,0.011415,-0.030106,0.024935,0.041577,1
-0.002242,-0.028455,0.008439,-0.028381,0.009187,-0.054917,0.008469,0.012262,0.025282,0.013228,-0.013077,0.000377,0.009973,-0.003259,0.011456,0.002287,0.047416,0.007038,0.000439,0.051723,0.03242,1
-0.001293,-0.009907,-0.013159,-0.048787,-0.010371,-0.034651,0.0088,0.004499,0.018136,0.025423,-0.004482,-0.037618,-0.005078,0.000438,0.005025,-0.004189,0.042515,0.009005,-0.012035,0.054062,0.035338,1
-0.026604,-0.021757,-0.007462,-0.037119,0.007766,-0.036576,0.027195,0.012743,0.033115,0.018524,-0.00782,-0.021962,0.009182,-0.021387,0.011435,0.032873,0.048484,0.000673,-0.010087,0.03702,0.035717,1
0.009477,-0.009412,0.037736,0.004822,0.005281,-0.035874,0.005783,0.023981,0.010633,0.013228,0.001572,-0.018604,0.017297,-0.026696,0.008526,-0.012361,0.056205,-0.008587,0.005566,0.049038,0.049998,1
-0.014885,-0.002714,0.021835,-0.003915,0.003859,-0.017533,0.024509,0.024462,0.018466,0.018524,0.006828,-0.040944,0.016507,-0.044825,0.008506,0.018225,0.057273,-0.014952,-0.00496,0.034334,0.053296,1
0.009477,-0.025037,-0.002303,0.023377,0.012605,-0.068101,0.01506,-0.020941,-0.023058,0.033125,-0.028702,0.018383,0.008996,-0.030602,-0.007099,-0.011385,0.00933,0.011921,-0.016407,0.039638,0.006052,1
0.010425,-0.006489,-0.023901,0.002971,-0.006953,-0.047835,0.015391,-0.028704,-0.030204,0.045321,-0.020107,-0.019613,-0.006054,-0.026905,-0.01353,-0.017861,0.004429,0.013888,-0.02888,0.041977,0.008971,1
-0.014885,-0.018339,-0.018204,0.014639,0.011184,-0.049759,0.033787,-0.02046,-0.015225,0.038422,-0.023445,-0.003957,0.008206,-0.048731,-0.007119,0.019201,0.010398,0.005556,-0.026933,0.024935,0.00935,2
0.004566,-0.004048,-0.01853,-0.040975,0.009161,-0.041976,-0.002919,-0.033587,-0.02288,0.039095,-0.01913,-0.033223,-0.003125,-0.010304,-0.007671,-0.004189,0.019078,0.002169,-0.008739,0.054062,0.003112,2
-0.020744,-0.015897,-0.012833,-0.029306,0.027297,-0.0439,0.015476,-0.025343,-0.007901,0.032196,-0.022469,-0.017568,0.011136,-0.032129,-0.00126,0.032873,0.025046,-0.006163,-0.006791,0.03702,0.003491,2
0.029957,-0.024068,-0.02683,-0.012654,-0.001093,-0.031233,0.044688,-0.009173,-0.012626,0.043856,-0.013271,-0.029134,-0.014843,-0.003468,-0.019389,-0.025674,0.018101,0.002169,-0.032054,0.025864,0.02362,1
0.004646,-0.035917,-0.021134,-0.000986,0.017043,-0.033158,0.063083,-0.000929,0.002353,0.036957,-0.01661,-0.013478,-0.000583,-0.025293,-0.012979,0.011389,0.02407,-0.006163,-0.030106,0.008822,0.023999,2
0.024125,-0.040174,0.000626,-0.03717,0.034578,-0.04564,0.026047,-0.005316,0.001844,0.025435,-0.020401,-0.004749,0.003137,0.009437,-0.007099,-0.004549,0.03765,-0.01054,0.000561,0.03561,0.014841,1
0.025074,-0.021626,-0.020971,-0.057576,0.01502,-0.025374,0.026378,-0.013079,-0.005302,0.03763,-0.011806,-0.042745,-0.011914,0.013134,-0.01353,-0.011025,0.032749,-0.008573,-0.011913,0.037949,0.01776,2
0.034867,-0.021131,0.029923,-0.004943,0.030671,-0.026597,0.023361,0.006403,-0.012804,0.025435,-0.005264,-0.023731,0.010461,-0.013024,-0.010028,-0.020174,0.044486,-0.024212,0.00581,0.032924,0.03242,1
0.035816,-0.002583,0.008326,-0.02535,0.011114,-0.006331,0.023692,-0.00136,-0.01995,0.03763,0.003331,-0.061727,-0.004589,-0.009327,-0.01646,-0.02665,0.039585,-0.022245,-0.006663,0.035263,0.035338,2
-0.006148,-0.030896,0.005509,0.005799,-0.044036,-0.051988,0.050217,0.000544,0.017957,0.021406,-0.01503,0.035961,0.006067,-0.02279,0.010479,-0.023104,0.021049,0.013874,0.017529,0.017665,0.023631,1
-0.03051,-0.024198,-0.010392,-0.002939,-0.045457,-0.033646,0.068943,0.001024,0.02579,0.026703,-0.009774,0.013621,0.005276,-0.040918,0.010459,0.007483,0.022116,0.007509,0.007003,0.002962,0.026928,1
-0.036369,-0.021757,-0.004533,-0.046884,-0.029344,-0.027786,0.050632,-0.003858,0.033115,0.020477,-0.00782,0.00001,0.007718,-0.025293,0.016318,0.021154,0.036765,-0.003233,0.027267,0.015047,0.021069,1
-0.02465,-0.002714,0.024764,-0.015634,-0.03325,-0.008744,0.047947,0.00786,0.018466,0.020477,0.006828,-0.018972,0.014553,-0.048731,0.013389,0.006506,0.045554,-0.018858,0.032394,0.012362,0.038647,1
-0.000289,-0.025037,-0.00035,0.013611,-0.022551,-0.059312,0.038498,-0.038519,-0.023058,0.035078,-0.028702,0.040356,0.00802,-0.032556,-0.002216,-0.023104,-0.002389,0.008015,0.020947,0.017665,-0.008596,1
0.00066,-0.006489,-0.021948,-0.006795,-0.042109,-0.039046,0.038829,-0.046282,-0.030204,0.047274,-0.020107,0.00236,-0.007031,-0.028858,-0.008647,-0.02958,-0.00729,0.009981,0.008473,0.020004,-0.005677,1
-0.02465,-0.018339,-0.016251,0.004874,-0.023973,-0.04097,0.057224,-0.038038,-0.015225,0.040375,-0.023445,0.018016,0.007229,-0.050684,-0.002236,0.007483,-0.001321,0.00165,0.010421,0.002962,-0.005298,2
-0.03051,-0.015897,-0.010392,-0.039072,-0.007859,-0.035111,0.038913,-0.041944,-0.007901,0.034149,-0.022469,0.004405,0.009671,-0.035059,0.003623,0.021154,0.013327,-0.009092,0.030563,0.015047,-0.011158,2
0.005571,-0.003552,0.034806,0.000916,-0.010344,-0.034409,0.017502,-0.030706,-0.030383,0.028853,-0.013077,0.007763,0.017297,-0.040368,0.000714,-0.02408,0.021049,-0.016399,0.046337,0.027065,0.003123,1
-0.018791,0.003146,0.018905,-0.007822,-0.011766,-0.016068,0.036228,-0.030226,-0.022549,0.034149,-0.00782,-0.014577,0.016507,-0.058496,0.000693,0.006506,0.022116,-0.022764,0.035812,0.012362,0.006421,2
0.021196,-0.042615,-0.002303,-0.002014,-0.016692,-0.043687,0.067795,-0.017035,-0.00548,0.033613,-0.021866,0.030834,-0.000769,-0.009118,-0.008075,-0.030916,0.011283,-0.001751,0.017529,0.001552,0.006052,1
0.022144,-0.024068,-0.023901,-0.02242,-0.03625,-0.023421,0.068126,-0.024798,-0.012626,0.045809,-0.013271,-0.007161,-0.01582,-0.005421,-0.014507,-0.037392,0.006382,0.000216,0.005055,0.003891,0.008971,1
-0.003166,-0.035917,-0.018204,-0.010751,-0.018113,-0.025345,0.086521,-0.016554,0.002353,0.03891,-0.01661,0.008494,-0.00156,-0.027246,-0.008096,-0.00033,0.012351,-0.008116,0.007003,-0.013151,0.00935,2
0.015336,-0.040174,0.003556,-0.046936,-0.000579,-0.037827,0.049484,-0.021917,0.001844,0.027388,-0.020401,0.017223,0.001672,0.006507,-0.002216,-0.016268,0.025932,-0.01347,0.03767,0.013637,0.000193,1
0.016285,-0.021626,-0.018041,-0.067342,-0.020136,-0.017562,0.049815,-0.029681,-0.005302,0.039584,-0.011806,-0.020772,-0.013379,0.010204,-0.008647,-0.022744,0.021031,-0.011503,0.025197,0.015976,0.003112,2
-0.009025,-0.033476,-0.012345,-0.055673,-0.002,-0.019486,0.06821,-0.021437,0.009677,0.032684,-0.015145,-0.005117,0.000882,-0.011621,-0.002236,0.014319,0.026999,-0.019835,0.027145,-0.001066,0.003491,2
0.028003,-0.002583,0.011255,-0.035115,-0.024043,0.001481,0.04713,-0.017962,-0.01995,0.039584,0.003331,-0.039754,-0.005566,-0.013233,-0.011577,-0.038369,0.027867,-0.026151,0.030446,0.01329,0.02069,2
0.002693,-0.014433,0.016952,-0.023447,-0.005906,-0.000443,0.065525,-0.009718,-0.004971,0.032684,-0.000008,-0.024099,0.008694,-0.035059,-0.005166,-0.001306,0.033835,-0.034483,0.032394,-0.003752,0.021069,2
-0.018872,0.038432,-0.031713,0.028361,0.002813,0.0132,0.021251,0.025983,-0.004813,-0.007414,0.01505,0.022868,-0.01289,0.027782,0.037251,-0.041299,-0.015102,0.05881,-0.019359,0.009262,0.015807,1
-0.044182,0.026583,-0.026017,0.04003,0.020949,0.011276,0.039646,0.034228,0.010165,-0.014313,0.011711,0.038523,0.00137,0.005957,0.043662,-0.004236,-0.009134,0.050478,-0.017411,-0.00778,0.016186,1
-0.024731,0.040874,-0.025854,-0.014607,0.018926,0.01906,0.00294,0.021101,0.002511,-0.013639,0.016026,0.009257,-0.009961,0.042431,0.043111,-0.025674,-0.000454,0.048067,0.000905,0.021347,0.009948,1
-0.050041,0.029024,-0.020158,-0.002939,0.037063,0.017135,0.021335,0.029345,0.01749,-0.020538,0.012687,0.024913,0.0043,0.020605,0.049521,0.011389,0.005515,0.039736,0.002853,0.004305,0.010327,1
-0.013961,0.041369,0.02504,0.038025,0.034578,0.017837,-0.000076,0.040583,-0.004992,-0.025835,0.022079,0.028271,0.012414,0.014319,0.046612,-0.033846,0.013236,0.030476,0.018505,0.016323,0.024607,1
-0.013012,0.059917,0.003443,0.017619,0.01502,0.038103,0.000255,0.032819,-0.012138,-0.013639,0.030675,-0.009725,-0.002636,0.018017,0.040181,-0.040322,0.008335,0.032442,0.006032,0.018661,0.027526,1
-0.038322,0.048067,0.009139,0.029288,0.033156,0.036178,0.01865,0.041063,0.002841,-0.020538,0.027336,0.005931,0.011624,-0.003809,0.046592,-0.00326,0.014304,0.024111,0.00798,0.001619,0.027905,1
-0.013012,0.045268,-0.037573,0.038127,0.024297,0.005876,0.009532,-0.012102,-0.044853,0.005282,-0.000575,0.027262,-0.010937,0.016063,0.024556,-0.041299,-0.03854,0.05295,-0.015941,0.009262,-0.016419,1
-0.038322,0.033419,-0.031876,0.049795,0.042434,0.003952,0.027927,-0.003858,-0.029874,-0.001617,-0.003914,0.042918,0.003323,-0.005762,0.030967,-0.004236,-0.032571,0.044619,-0.013993,-0.00778,-0.01604,1
-0.01982,0.029162,-0.010116,0.013611,0.059968,-0.00853,-0.00911,-0.008734,-0.030383,-0.01314,-0.007706,0.051647,0.007043,0.027991,0.036847,-0.019197,-0.01899,0.040241,0.016674,0.019008,-0.025198,1
-0.018872,0.04771,-0.031713,-0.006795,0.040411,0.011735,-0.008779,-0.016497,-0.037528,-0.000944,0.000889,0.013652,-0.008007,0.031688,0.030415,-0.025674,-0.023891,0.042208,0.004201,0.021347,-0.022279,1
-0.007153,0.067729,-0.002416,0.025432,0.036504,0.030778,-0.011464,-0.00429,-0.053153,-0.000944,0.01505,-0.00533,-0.000683,0.008251,0.027486,-0.040322,-0.015102,0.028536,0.00945,0.018661,-0.004701,1
-0.032463,0.05588,0.00328,0.0371,0.054641,0.028854,0.006931,0.003954,-0.038174,-0.007843,0.011711,0.010325,0.013577,-0.013575,0.033896,-0.00326,-0.009134,0.020205,0.011397,0.001619,-0.004322,1
0.007524,0.010119,-0.017928,0.040955,0.049714,0.001235,0.038498,0.016169,-0.019152,-0.008379,-0.001358,0.055736,-0.004675,0.035804,0.025128,-0.040682,-0.019967,0.043171,-0.006885,-0.00919,-0.00469,1
0.008472,0.028667,-0.039526,0.020549,0.030157,0.021501,0.038829,0.008405,-0.026298,0.003817,0.007237,0.017741,-0.019726,0.039501,0.018696,-0.047158,-0.024868,0.045138,-0.019359,-0.006851,-0.001771,1
0.001664,0.012561,-0.012069,-0.002014,0.065828,0.007095,0.020187,0.011774,-0.011828,-0.014604,0.000107,0.042126,-0.001746,0.051429,0.030987,-0.026033,-0.005318,0.030476,0.013256,0.002895,-0.010549,1
0.002613,0.031108,-0.033666,-0.02242,0.04627,0.02736,0.020518,0.004011,-0.018974,-0.002409,0.008702,0.00413,-0.016796,0.055126,0.024556,-0.03251,-0.010219,0.032442,0.000783,0.005234,-0.00763,1
-0.010979,0.038302,0.001327,0.021475,0.0605,0.044479,0.036228,0.023485,-0.018643,-0.009308,0.019523,0.000804,0.004788,0.009863,0.028037,-0.009119,0.002585,0.008486,0.00798,-0.014494,0.010327,1
-0.021773,0.008166,-0.007186,0.052674,0.018464,-0.026597,0.003342,0.016169,0.010145,-0.055742,0.033798,0.043285,-0.010535,0.00846,0.009503,-0.030916,-0.010201,0.050984,0.004833,-0.005772,0.021677,1
-0.046135,0.014864,-0.023087,0.043936,0.017043,-0.008255,0.022068,0.016649,0.017978,-0.050446,0.039055,0.020945,-0.011325,-0.009668,0.009482,-0.00033,-0.009134,0.044619,-0.005692,-0.020475,0.024975,1
-0.027633,0.010608,-0.001327,0.007752,0.034578,-0.020738,-0.014969,0.011286,0.017469,-0.061968,0.034775,0.029674,-0.007605,0.025062,0.015362,-0.015291,0.005424,0.040241,0.025097,0.006313,0.015818,1
-0.026684,0.029155,-0.022924,-0.012654,0.01502,-0.000472,-0.014638,0.003523,0.010323,-0.049772,0.04337,-0.008321,-0.022656,0.028759,0.008931,-0.021767,0.000523,0.042208,0.012624,0.008652,0.018737,1
-0.015914,0.029651,0.02797,0.039979,0.030671,-0.001695,-0.017654,0.023004,0.002821,-0.061968,0.049423,0.010692,-0.000281,0.002601,0.012433,-0.02994,0.013236,0.026569,0.030224,0.003627,0.033396,1
-0.015914,0.014026,-0.013045,0.060486,0.037996,-0.033921,-0.007401,-0.022894,-0.029894,-0.04207,0.018173,0.04768,-0.008582,-0.001306,-0.004169,-0.030916,-0.033639,0.045124,0.008251,-0.005772,-0.010549,1
-0.014965,0.032573,-0.034643,0.04008,0.018438,-0.013655,-0.00707,-0.030657,-0.03704,-0.029874,0.026768,0.009684,-0.023632,0.002392,-0.0106,-0.037392,-0.03854,0.047091,-0.004222,-0.003433,-0.00763,1
-0.040275,0.020724,-0.028947,0.051749,0.036574,-0.015579,0.011326,-0.022413,-0.022061,-0.036774,0.02343,0.02534,-0.009372,-0.019434,-0.00419,-0.00033,-0.032571,0.038759,-0.002274,-0.020475,-0.007251,1
-0.021773,0.016467,-0.007186,0.015564,0.054109,-0.028062,-0.025711,-0.027288,-0.02257,-0.048296,0.019638,0.034069,-0.005652,0.014319,0.00169,-0.015291,-0.018014,0.034382,0.028393,0.006313,-0.016409,1
-0.020825,0.035014,-0.028784,-0.004842,0.034551,-0.007796,-0.02538,-0.035052,-0.029716,-0.0361,0.028233,-0.003926,-0.020703,0.018017,-0.004741,-0.021767,-0.022915,0.036349,0.01592,0.008652,-0.01349,1
-0.009106,0.054057,0.000513,0.027385,0.030645,0.011247,-0.028066,-0.023821,-0.045341,-0.0361,0.042393,-0.022908,-0.013379,-0.005421,-0.007671,-0.036416,-0.015102,0.020724,0.021169,0.005966,0.004088,1
-0.034416,0.042208,0.00621,0.039053,0.048781,0.009323,-0.009671,-0.015577,-0.030362,-0.042999,0.039055,-0.007253,0.000882,-0.027246,-0.00126,0.000647,-0.009134,0.012392,0.023116,-0.011076,0.004467,1
0.005571,-0.003552,-0.014999,0.044861,0.043855,-0.018296,0.02092,-0.002386,-0.01134,-0.043535,0.025986,0.038158,-0.017371,0.022132,-0.010028,-0.036775,-0.019967,0.035359,0.004833,-0.021885,0.004099,1
0.006519,0.014995,-0.036596,0.024455,0.024297,0.00197,0.021251,-0.010149,-0.018485,-0.031339,0.034581,0.000163,-0.032421,0.025829,-0.01646,-0.043252,-0.024868,0.037325,-0.00764,-0.019547,0.007018,1
-0.001265,-0.001111,-0.009139,-0.000061,0.059968,-0.012437,0.002609,-0.006781,-0.004015,-0.049761,0.02745,0.024547,-0.014441,0.037757,-0.004169,-0.022127,-0.004342,0.02364,0.024975,-0.0098,-0.00176,1
-0.000317,0.017436,-0.030737,-0.020467,0.040411,0.007829,0.00294,-0.014544,-0.011161,-0.037565,0.036046,-0.013448,-0.029492,0.041454,-0.0106,-0.028603,-0.009243,0.025606,0.012502,-0.007462,0.001159,1
0.01143,0.017932,0.020158,0.032166,0.056062,0.006606,-0.000076,0.005426,-0.018664,-0.049761,0.041611,0.005565,-0.007117,0.014319,-0.007099,-0.035799,0.003471,0.008991,0.030224,-0.012486,0.015818,1
0.012378,0.036479,-0.00144,0.01176,0.036504,0.026872,0.000255,-0.002337,-0.02581,-0.037565,0.050206,-0.03243,-0.022168,0.018017,-0.01353,-0.042275,-0.00143,0.010958,0.017751,-0.010147,0.018737,1
-0.012932,0.02463,0.004257,0.023428,0.054641,0.024948,0.01865,0.005907,-0.010831,-0.044464,0.046867,-0.016774,-0.007907,-0.003809,-0.007119,-0.005213,0.004538,0.002626,0.019698,-0.027189,0.019116,1
-0.020825,0.026714,-0.028784,0.024455,0.008672,-0.008284,0.013438,0.02696,-0.004813,-0.037687,0.011143,0.001384,-0.017773,0.016063,0.011861,-0.033486,-0.022915,0.029513,-0.039867,0.032944,0.033385,1
-0.046135,0.014864,-0.023087,0.036124,0.026809,-0.010208,0.031833,0.035204,0.010165,-0.044586,0.007805,0.017039,-0.003513,-0.005762,0.018271,0.003576,-0.016946,0.021181,-0.037919,0.015902,0.033764,1
-0.026684,0.029155,-0.022924,-0.01949,0.024786,-0.002425,-0.004872,0.022565,0.002511,-0.043913,0.013096,-0.012227,-0.014843,0.031688,0.01772,-0.019814,-0.008266,0.018771,-0.019847,0.045029,0.027526,1
-0.051994,0.017306,-0.017228,-0.007822,0.042922,-0.004349,0.013523,0.03081,0.01749,-0.050812,0.009758,0.003428,-0.000583,0.009863,0.024131,0.017248,-0.002298,0.010439,-0.017899,0.027987,0.027905,1
-0.015914,0.029651,0.02797,0.032166,0.040437,-0.003648,-0.007889,0.042536,-0.004992,-0.056108,0.01915,0.006786,0.007532,0.004554,0.021222,-0.027986,0.005424,0.003132,-0.002247,0.040248,0.042185,1
-0.040275,0.036349,0.012069,0.023428,0.039016,0.014694,0.010837,0.043017,0.002841,-0.050812,0.024406,-0.015554,0.006741,-0.013575,0.021201,0.0026,0.006491,-0.003233,-0.012772,0.025545,0.045483,1
-0.015914,0.014026,-0.012069,0.052674,0.048738,-0.035874,0.001389,-0.003363,-0.038683,-0.036211,-0.011124,0.043773,-0.000769,0.002601,0.005597,-0.02701,-0.041451,0.021687,-0.024219,0.030605,-0.00176,1
-0.040275,0.020724,-0.02797,0.043936,0.047316,-0.017533,0.020115,-0.002882,-0.03085,-0.030914,-0.005867,0.021434,-0.00156,-0.015528,0.005576,0.003576,-0.040384,0.015322,-0.034745,0.015902,0.001538,1
-0.021773,0.016467,-0.006698,0.008729,0.064851,-0.030015,-0.016922,-0.007757,-0.031359,-0.042436,-0.010147,0.030163,0.00216,0.018226,0.011456,-0.013338,-0.026803,0.009968,-0.004078,0.04269,-0.007619,1
-0.009106,0.054057,0.00149,0.019572,0.040411,0.009294,-0.019277,-0.00429,-0.053153,-0.030241,0.013096,-0.026815,-0.005566,-0.001515,0.002095,-0.034463,-0.022915,-0.002714,-0.011546,0.042587,0.012878,1
0.005571,-0.003552,-0.014999,0.037049,0.053621,-0.020249,0.030685,0.017145,-0.021105,-0.037676,-0.004288,0.034252,-0.009558,0.026038,-0.000263,-0.034822,-0.027779,0.011921,-0.027393,0.014492,0.012888,1
0.006519,0.014995,-0.036596,0.016643,0.034063,0.000017,0.031016,0.009382,-0.028251,-0.02548,0.004307,-0.003743,-0.024609,0.029735,-0.006694,-0.041299,-0.03268,0.013888,-0.039867,0.01683,0.015807,1
0.00066,0.017436,-0.030737,-0.028279,0.050176,0.005876,0.012706,0.004987,-0.020927,-0.031706,0.005772,-0.017354,-0.021679,0.04536,-0.000835,-0.02665,-0.018032,0.001192,-0.019725,0.028915,0.009948,1
-0.02465,0.005587,-0.02504,-0.016611,0.068313,0.003952,0.031101,0.013231,-0.005948,-0.038605,0.002433,-0.001699,-0.007419,0.023535,0.005576,0.010412,-0.012063,-0.007139,-0.017777,0.011873,0.010327,1
0.01143,0.017932,0.020158,0.024354,0.065828,0.004653,0.009689,0.024958,-0.028429,-0.043901,0.012314,0.001659,0.000696,0.018226,0.002667,-0.035799,-0.006295,-0.016399,-0.002002,0.024135,0.024607,1
0.012378,0.036479,-0.00144,0.003947,0.04627,0.024919,0.01002,0.017194,-0.035575,-0.031706,0.020909,-0.036336,-0.014355,0.021923,-0.003764,-0.042275,-0.011196,-0.014433,-0.014476,0.026474,0.027526,1
-0.012932,0.02463,0.004257,0.015616,0.064406,0.022995,0.028415,0.025438,-0.020596,-0.038605,0.01757,-0.020681,-0.000095,0.000097,0.002646,-0.005213,-0.005227,-0.022764,-0.012528,0.009432,0.027905,1
-0.029586,0.008166,-0.004256,0.035096,-0.006926,-0.019761,0.036545,0.018122,0.002332,-0.04793,0.002548,0.061352,-0.003699,0.00846,0.023175,-0.038729,-0.029733,0.02364,0.009716,0.008388,0.015818,1
-0.028637,0.026714,-0.025854,0.014689,-0.026484,0.000505,0.036876,0.010358,-0.004813,-0.035734,0.011143,0.023356,-0.01875,0.012157,0.016743,-0.045205,-0.034633,0.025606,-0.002757,0.010727,0.018737,1
-0.053947,0.014864,-0.020158,0.026358,-0.008348,-0.001419,0.055271,0.018603,0.010165,-0.042633,0.007805,0.039012,-0.004489,-0.009668,0.023154,-0.008142,-0.028665,0.017275,-0.00081,-0.006315,0.019116,1
-0.035445,0.010608,0.001603,-0.00885,0.009187,-0.013902,0.018234,0.013239,0.009657,-0.054155,0.004501,0.047741,-0.001258,0.025062,0.029034,-0.025057,-0.015084,0.012898,0.02998,0.020473,0.009959,1
-0.034497,0.029155,-0.019995,-0.029256,-0.010371,0.006364,0.018565,0.005476,0.002511,-0.041959,0.013096,0.009745,-0.016308,0.028759,0.022603,-0.031533,-0.019985,0.014864,0.017506,0.022812,0.012878,1
-0.023726,0.029651,0.0309,0.024354,0.005281,0.005141,0.015549,0.024958,-0.004992,-0.054155,0.01915,0.028759,0.005578,0.002601,0.026104,-0.039705,-0.006295,-0.000774,0.035107,0.017788,0.027537,1
-0.022778,0.048198,0.009302,0.003947,-0.014277,0.025407,0.01588,0.017194,-0.012138,-0.041959,0.027745,-0.009237,-0.009472,0.006298,0.019673,-0.046181,-0.011196,0.001192,0.022633,0.020126,0.030456,1
-0.048088,0.036349,0.014999,0.015616,0.003859,0.023483,0.034275,0.025438,0.002841,-0.048859,0.024406,0.006419,0.004788,-0.015528,0.026084,-0.009119,-0.005227,-0.007139,0.024581,0.003084,0.030835,1
-0.023726,0.014026,-0.010116,0.042908,0.013582,-0.027085,0.024826,-0.020941,-0.038683,-0.034258,-0.011124,0.065746,-0.001746,-0.001306,0.010479,-0.038729,-0.05317,0.01778,0.013134,0.008388,-0.016409,1
-0.022778,0.032573,-0.031713,0.022502,-0.005976,-0.006819,0.025157,-0.028704,-0.045829,-0.022062,-0.002529,0.027751,-0.016796,0.002392,0.004048,-0.045205,-0.058071,0.019747,0.000661,0.010727,-0.01349,1
-0.048088,0.020724,-0.026017,0.03417,0.01216,-0.008744,0.043552,-0.02046,-0.03085,-0.028961,-0.005867,0.043406,-0.002536,-0.019434,0.010459,-0.008142,-0.052102,0.011415,0.002608,-0.006315,-0.013111,1
-0.029586,0.016467,-0.004256,-0.001037,0.029695,-0.021226,0.006515,-0.024847,-0.031359,-0.040483,-0.010147,0.052135,0.000696,0.014319,0.016339,-0.025057,-0.038522,0.007038,0.033276,0.020473,-0.022268,1
-0.053947,0.023165,-0.020158,-0.009775,0.028273,-0.002884,0.025242,-0.024366,-0.023526,-0.035187,-0.004891,0.029795,-0.000095,-0.003809,0.016318,0.005529,-0.037454,0.000673,0.02275,0.00577,-0.01897,1
-0.017867,0.03551,0.02504,0.032166,0.024812,-0.002183,0.00383,-0.013128,-0.046008,-0.040483,0.004501,0.033153,0.007532,-0.009118,0.013409,-0.039705,-0.029733,-0.008587,0.038525,0.017788,-0.00469,1
-0.004195,-0.003552,-0.012069,0.027283,0.018464,-0.010484,0.054123,0.000544,-0.021105,-0.035723,-0.004288,0.056225,-0.010535,0.022132,0.00462,-0.046541,-0.039498,0.008015,0.009716,-0.007725,-0.00176,1
-0.028557,0.003146,-0.02797,0.018545,0.017043,0.007858,0.072849,0.001024,-0.013272,-0.030426,0.000969,0.033885,-0.011325,0.004004,0.004599,-0.015955,-0.03843,0.00165,-0.00081,-0.022428,0.001538,1
-0.010054,-0.001111,-0.00621,-0.017639,0.034578,-0.004624,0.035812,-0.004339,-0.013781,-0.041948,-0.002823,0.042614,-0.008093,0.037757,0.010479,-0.031893,-0.02485,-0.003704,0.029858,0.00436,-0.007619,1
-0.009106,0.017436,-0.027807,-0.038045,0.01502,0.015642,0.036143,-0.012102,-0.020927,-0.029752,0.005772,0.004618,-0.023144,0.041454,0.004048,-0.038369,-0.029751,-0.001737,0.017384,0.006699,-0.004701,1
-0.034416,0.005587,-0.022111,-0.026376,0.033156,0.013717,0.054538,-0.003858,-0.005948,-0.036652,0.002433,0.020274,-0.008884,0.019629,0.010459,-0.001306,-0.023782,-0.010069,0.019332,-0.010343,-0.004322,1
0.001664,0.017932,0.023087,0.014588,0.030671,0.014419,0.033127,0.007379,-0.028429,-0.041948,0.012314,0.023632,-0.000281,0.014319,0.00755,-0.047518,-0.018014,-0.018352,0.035107,0.001674,0.009959,1
-0.022697,0.02463,0.007186,0.00585,0.02925,0.03276,0.051853,0.00786,-0.020596,-0.036652,0.01757,0.001292,-0.001072,-0.003809,0.007529,-0.016931,-0.016946,-0.024717,0.024581,-0.013029,0.013256,1
-0.012008,0.012073,-0.033553,0.054627,0.006746,0.0027,-0.000565,0.033747,0.016004,0.015547,-0.018936,0.071606,-0.016394,0.024085,0.026104,-0.015291,0.00933,0.019734,0.00288,0.005458,0.014841,1
-0.011059,0.03062,-0.055151,0.034221,-0.012812,0.022966,-0.000234,0.025983,0.008858,0.027743,-0.010341,0.03361,-0.031445,0.027782,0.019673,-0.021767,0.004429,0.0217,-0.009593,0.007797,0.01776,1
-0.036369,0.018771,-0.049454,0.045889,0.005324,0.021042,0.018162,0.034228,0.023837,0.020844,-0.01368,0.049266,-0.017185,0.005957,0.026084,0.015295,0.010398,0.013369,-0.007645,-0.009245,0.018139,1
-0.042229,0.021212,-0.043595,0.001944,0.021438,0.026901,-0.000149,0.030321,0.031161,0.014618,-0.012703,0.035655,-0.014255,0.022558,0.031943,0.028967,0.026023,0.002626,0.012618,0.00284,0.01228,1
-0.006148,0.033557,0.001603,0.043885,0.018953,0.027602,-0.021561,0.041559,0.00868,0.009321,-0.003311,0.039013,-0.00614,0.018226,0.029034,-0.016268,0.032767,-0.004681,0.028271,0.014858,0.02656,1
